DESCRIPTION,LOCATION,PRICE
2 Bedroom House,"Cluster One Estate, Ikota, Lekki","N1,800,000 per year"
3 Bedroom Flat & Apartment,"Phase 1, Lekki Phase 1, Lekki","N5,000,000 per year"
2 Bedroom Flat & Apartment,Ajah,"N1,000,000 per year"
3 Bedroom Terrace,"Lekki Phase 1, Lekki","N5,000,000 per year"
4 Bedroom Duplex,Ikoyi,"N18,000,000 per year"
4 Bedroom Terrace,"Orchid Road, Chevron Drive, Lekki","N4,200,000 per year"
2 Bedroom Flat & Apartment,Ajah,"N1,000,000 per year"
3 Bedroom Flat & Apartment,"Osapa, Lekki","N2,500,000 per year"
4 Bedroom Flat & Apartment,"Banana Island, Ikoyi","N25,000,000 per year"
4 Bedroom Terrace,"Banana Island, Ikoyi","N22,000,000 per year"
2 Bedroom Flat & Apartment,Ajah,"N1,000,000 per year"
2 Bedroom Flat & Apartment,Ajah,"N850,000 per year"
4 Bedroom Terrace,"Orchid, Ikota, Lekki","N4,000,000 per year"
2 Bedroom Flat & Apartment,Ajah,"N800,000 per year"
8 Bedroom Duplex,"Keffi Street, Ikoyi","N20,000,000 per year"
3 Bedroom Terrace,"Vgc Side, Ikota, Lekki","N3,500,000 per year"
2 Bedroom Flat & Apartment,"Off Admiraty Way , Lekki Phase 1, Lekki","N2,500,000 per year"
3 Bedroom Flat & Apartment,"Lekki Phase 1, Lekki","N3,000,000 per year"
4 Bedroom Terrace,"Ikota, Lekki","N4,000,000 per year"
4 Bedroom House,"Lekki, Lekki Phase 1, Lekki","N160,000,000 per year"
14 Bedroom Duplex,"Ikate, Ikate Elegushi, Lekki","N25,000,000 per year"
Flat & Apartment,"Off Admiraty Way, Lekki Phase 1, Lekki","N2,000,000 per year"
3 Bedroom Flat & Apartment,"Oniru, Victoria Island","N12,000,000 per year"
4 Bedroom Terrace,"Ikota, Lekki","N4,000,000 per year"
4 Bedroom Terrace,"Ikota, Lekki","N4,500,000 per year"
3 Bedroom Flat & Apartment,"1004 Estate , Victoria Island","N3,500,000 per year"
3 Bedroom Flat & Apartment,Ajah,"N1,300,000 per year"
Room or Boys Quarter,"Agungi, Lekki","N800,000 per year"
4 Bedroom Terrace,"Chevy View Estate, Chevron Drive, Lekki","N4,500,000 per year"
4 Bedroom Terrace,"Lekki Phase 1, Lekki","N8,000,000 per year"
3 Bedroom Flat & Apartment,Ajah,"N1,300,000 per year"
3 Bedroom Flat & Apartment,"Olabode George, Victoria Island","N6,500,000 per year"
4 Bedroom Terrace,Ikoyi,"N11,000,000 per year"
4 Bedroom Duplex,"Ikota, Lekki","N8,000,000 per year"
4 Bedroom Terrace,"Ikota, Lekki","N4,500,000 per year"
5 Bedroom Duplex,"Lekki Phase 1, Lekki","N8,000,000 per year"
3 Bedroom Flat & Apartment,"Lekki  Phase 1, Lekki Phase 1, Lekki","N4,000,000 per year"
3 Bedroom Duplex,"Osborne Phase 2, Ikoyi","N12,000,000 per year"
4 Bedroom Duplex,Ikoyi,"N18,000,000 per year"
5 Bedroom Duplex,"Ikate, Ikate Elegushi, Lekki","N7,000,000 per year"
4 Bedroom Duplex,"Orchid, Ikota, Lekki","N3,800,000 per year"
3 Bedroom Flat & Apartment,"Ikoyi, Parkview Estate, Ikoyi","N5,000,000 per year"
4 Bedroom Duplex,"Orchid, Ikota, Lekki","N4,500,000 per year"
4 Bedroom House,"Lekki  Phase 1, Lekki Phase 1, Lekki","N6,500,000 per year"
4 Bedroom Terrace,"Ikate Lekki, Ikate Elegushi, Lekki","N3,000,000 per year"
6 Bedroom Duplex,"Lekki, Lekki Phase 1, Lekki","N18,000,000 per year"
4 Bedroom Duplex,"Pinnock Beach Estate, Jakande, Lekki","N7,500,000 per year"
3 Bedroom Flat & Apartment,Ikoyi,"N11,000,000 per year"
3 Bedroom Flat & Apartment,"Lekki Phase 1, Lekki","N4,000,000 per year"
4 Bedroom Terrace,"Banana Island, Ikoyi","N18,000,000 per year"
3 Bedroom Duplex,"Ikota, Lekki","N3,500,000 per year"
4 Bedroom Terrace,"Conservation Road, Ikota, Lekki","N4,000,000 per year"
3 Bedroom Flat & Apartment,"Lekki Right, Lekki Phase 1, Lekki","N7,000,000 per year"
4 Bedroom Terrace,"Conservation Road, Ikota, Lekki","N4,500,000 per year"
3 Bedroom Flat & Apartment,"Lekki, Lekki Phase 1, Lekki","N6,000,000 per year"
Flat & Apartment,"Macpherson Road, Ikoyi","N2,500,000 per year"
3 Bedroom Flat & Apartment,"Victoria Island Lagos, Victoria Island","N7,000,000 per year"
2 Bedroom House,"Opic Estate, Berger, Ikeja","N1,200,000 per year"
5 Bedroom Duplex,"Pinnock Beach Estate, Osapa, Lekki","N10,000,000 per year"
Flat & Apartment,Ajah,"N1,170,000 per year"
3 Bedroom Flat & Apartment,"Lekki, Lekki Phase 1, Lekki","N3,500,000 per year"
2 Bedroom Flat & Apartment,"Agungi, Lekki","N2,500,000 per year"
4 Bedroom Terrace,"Ikota, Lekki","N4,500,000 per year"
4 Bedroom Terrace,"Ikoyi, Parkview Estate, Ikoyi","N10,000,000 per year"
2 Bedroom Flat & Apartment,"Agungi, Lekki","N2,500,000 per year"
3 Bedroom Flat & Apartment,Ikoyi,"N7,000,000 per year"
3 Bedroom Flat & Apartment,"Ologolo, Lekki","N3,500,000 per year"
3 Bedroom Flat & Apartment,"Ikota, Lekki","N2,500,000 per year"
3 Bedroom Flat & Apartment,"Ikota, Lekki","N2,500,000 per year"
4 Bedroom Terrace,"Ikota, Lekki","N4,500,000 per year"
3 Bedroom Flat & Apartment,"Ikota, Lekki","N3,000,000 per year"
4 Bedroom Terrace,"Chevron, Chevron Drive, Lekki","N5,000,000 per year"
3 Bedroom Flat & Apartment,"Ikota, Lekki","N2,500,000 per year"
3 Bedroom Flat & Apartment,"Ikota, Lekki","N3,000,000 per year"
3 Bedroom Duplex,"Ologolo, Lekki","N3,500,000 per year"
3 Bedroom Flat & Apartment,"Lekki , Lekki Phase 1, Lekki","N3,000,000 per year"
3 Bedroom Townhouse,Ikoyi,"N8,000,000 per year"
3 Bedroom Flat & Apartment,"Ikota, Lekki","N2,500,000 per year"
4 Bedroom Duplex,"Ikots, Ikota, Lekki","N3,000,000 per year"
3 Bedroom Duplex,"Ologolo, Lekki","N3,500,000 per year"
4 Bedroom Flat & Apartment,"Victoria Island Lagos, Victoria Island","N10,000,000 per year"
3 Bedroom Flat & Apartment,"8, Ikoyi","N14,000,000 per year"
4 Bedroom Duplex,"Lekki, Chevron Drive, Lekki","N5,000,000 per year"
3 Bedroom Flat & Apartment,"Paradise 3 Estate, Chevron Drive, Lekki","N3,200,000 per year"
3 Bedroom Flat & Apartment,"New Road Off Chevron, Chevron Drive, Lekki","N2,500,000 per year"
3 Bedroom Flat & Apartment,"Ologolo, Lekki","N3,500,000 per year"
3 Bedroom Flat & Apartment,"Lekki Phase 1, Lekki","N3,500,000 per year"
3 Bedroom Flat & Apartment,"Vi, Oniru, Victoria Island","N6,000,000 per year"
4 Bedroom House,"Off Molade Okoya Thomas Estate Off Adeniyi Jones Avenue, Ikeja , Ikeja","N8,000,000 per year"
3 Bedroom Flat & Apartment,"Ologolo, Lekki","N3,500,000 per year"
4 Bedroom Terrace,"Orchid, Ikota, Lekki","N3,500,000 per year"
5 Bedroom House,"Agungi, Lekki","N5,000,000 per year"
Flat & Apartment,"Ogombo Very Close To The  Express, Ogombo, Ajah","N1,500,000 per year"
3 Bedroom Flat & Apartment,"Oniru, Victoria Island","N5,500,000 per year"
3 Bedroom Flat & Apartment,"Orchid, Ikota, Lekki","N2,600,000 per year"
3 Bedroom Terrace,"Agbalajobi Estate, Ogba, Ikeja","N3,200,000 per year"
3 Bedroom Flat & Apartment,"Ologolo, Lekki","N3,500,000 per year"
3 Bedroom Flat & Apartment,"Dideolu Estate, Oniru, Victoria Island","N5,000,000 per year"
5 Bedroom House,"Lekki Phase 1, Lekki","N8,500,000 per year"
4 Bedroom Duplex,"Ikota Villa Estate, Ikota, Lekki","N3,600,000 per year"
2 Bedroom Flat & Apartment,Ajah,"N1,600,000 per year"
4 Bedroom Flat & Apartment,"Lekki, Lekki Phase 1, Lekki","N4,500,000 per year"
4 Bedroom House,Victoria Island,"N16,000,000 per year"
2 Bedroom Flat & Apartment,"Ikate Elegushi, Lekki","N3,000,000 per year"
3 Bedroom Flat & Apartment,"Parkview Estate, Ikoyi","N6,000,000 per year"
5 Bedroom House,"Lekki Phase 1, Lekki","N10,000,000 per year"
4 Bedroom Terrace,"Oniru, Victoria Island","N9,000,000 per year"
2 Bedroom Flat & Apartment,Ajah,"N1,700,000 per year"
3 Bedroom Flat & Apartment,"Lekki Garden By Nike Art Gallery, Ikate Elegushi, Lekki","N3,000,000 per year"
3 Bedroom Flat & Apartment,"Ikate, Ikate Elegushi, Lekki","N4,500,000 per year"
4 Bedroom Terrace,"Lekki, Lekki Phase 1, Lekki","N4,000,000 per year"
4 Bedroom Terrace,"Lekki, Lekki Phase 1, Lekki","N8,000,000 per year"
4 Bedroom Terrace,"Ilaje, Ajah","N6,500,000 per year"
3 Bedroom Duplex,"Vi, Victoria Island","N6,000,000 per year"
3 Bedroom Flat & Apartment,Ajah,"N3,000,000 per year"
Flat & Apartment,"Oniru, Victoria Island","N1,800,000 per year"
4 Bedroom Duplex,Ikoyi,"N25,000,000 per year"
4 Bedroom Terrace,"Ewe  Ikate , Ikate Elegushi, Lekki","N5,000,000 per year"
4 Bedroom Terrace,"Vi, Victoria Island","N7,000,000 per year"
2 Bedroom Flat & Apartment,"Oniru, Victoria Island","N4,500,000 per year"
3 Bedroom Flat & Apartment,"Lekki Phase 1, Lekki","N4,500,000 per year"
3 Bedroom Flat & Apartment,"Parkview, Parkview Estate, Ikoyi","N4,000,000 per year"
2 Bedroom Flat & Apartment,"Lekky County Homes, Ikota, Lekki","N2,500,000 per year"
Flat & Apartment,"Lekki Phase 1, Lekki","N1,700,000 per year"
4 Bedroom Duplex,"Corner Stone Estate, Opposite Abiola Estate, Alausa, Alausa, Ikeja","N7,000,000 per year"
3 Bedroom Flat & Apartment,"Ikota, Lekki","N2,600,000 per year"
4 Bedroom Flat & Apartment,"Off Molade Okoya Thomas Estate Off Adeniyi Jones Avenue, Ikeja , Ikeja","N8,000,000 per year"
3 Bedroom Flat & Apartment,"Unity Estate Badore, Badore, Ajah","N1,300,000 per year"
3 Bedroom Flat & Apartment,"Lekki Phase 1, Lekki","N3,000,000 per year"
Flat & Apartment,"Lekki, Lekki Phase 1, Lekki","N1,400,000 per year"
3 Bedroom Flat & Apartment,"Victoria Island , Oniru, Victoria Island","N120,000,000 per year"
4 Bedroom Terrace,"Victoria Island Lagos, Victoria Island","N18,000,000 per year"
3 Bedroom Flat & Apartment,"Oral Estate, Ikota, Lekki","N40,000,000 per year"
3 Bedroom Flat & Apartment,"Oniru, Victoria Island","N4,000,000 per year"
4 Bedroom Duplex,Ajah,"N3,500,000 per year"
3 Bedroom Flat & Apartment,"Oniru, Victoria Island","N4,000,000 per year"
2 Bedroom Flat & Apartment,"Shagari Estate Lch, Egbeda, Agege","N1,200,000 per year"
3 Bedroom House,"Off Agidingbi Road, Ikeja , Ikeja","N1,000,000 per year"
2 Bedroom Flat & Apartment,"Chev View Estates, Chevron Drive, Lekki","N2,500,000 per year"
4 Bedroom Flat & Apartment,"Lekki, Lekki Phase 1, Lekki","N4,000,000 per year"
5 Bedroom Terrace,"Lekki Phase 1, Lekki","N6,500,000 per year"
3 Bedroom House,"Adeniyi Jones, Ikeja , Ikeja","N3,500,000 per year"
3 Bedroom Flat & Apartment,"Shonibare Estate, Maryland, Maryland, Ikeja","N4,000,000 per year"
4 Bedroom Duplex,"Ilaje, Ajah","N6,500,000 per year"
5 Bedroom Terrace,"Oniru Victoria Island, Oniru, Victoria Island","N5,000,000 per year"
4 Bedroom House,"Ikate , Ikate Elegushi, Lekki","N4,000,000 per year"
5 Bedroom Duplex,"Megamound , Ikota, Lekki","N5,000,000 per year"
5 Bedroom House,"Osapa Lekki, Osapa, Lekki","N7,000,000 per year"
4 Bedroom Duplex,"Lekki, Igbo Efon, Lekki","N2,500,000 per year"
3 Bedroom Flat & Apartment,"Oniru, Victoria Island","N5,000,000 per year"
3 Bedroom Flat & Apartment,"Ikate,Lekki, Ikate Elegushi, Lekki","N5,000,000 per year"
2 Bedroom Flat & Apartment,"Lekki Phase 1, Lekki","N3,500,000 per year"
Flat & Apartment,"Palm Crescent, Badore, Ajah","N700,000 per year"
5 Bedroom Duplex,"Oniru, Victoria Island","N10,000,000 per year"
3 Bedroom Flat & Apartment,Ajah,"N3,000,000 per year"
3 Bedroom Duplex,"Lekki, Igbo Efon, Lekki","N1,800,000 per year"
2 Bedroom Duplex,"Ikeja, Alausa, Ikeja","N2,000,000 per year"
4 Bedroom Duplex,"Oral Estate , Ikota, Lekki","N3,500,000 per year"
4 Bedroom Duplex,"Chevy View , Chevron Drive, Lekki","N4,500,000 per year"
5 Bedroom House,"Agungi, Lekki","N10,000,000 per year"
2 Bedroom Flat & Apartment,"Ikota, Lekki","N1,500,000 per year"
4 Bedroom Duplex,"Oniru, Victoria Island","N5,000,000 per year"
6 Bedroom Duplex,"Oniru, Victoria Island","N6,000,000 per year"
5 Bedroom House,"Agungi, Lekki","N15,000,000 per year"
4 Bedroom Terrace,"Osapa, Lekki","N6,000,000 per year"
3 Bedroom Flat & Apartment,"Osapa London Lekki, Osapa, Lekki","N3,000,000 per year"
3 Bedroom Flat & Apartment,"Hopeville Estate, Sangotedo, Ajah","N1,800,000 per year"
4 Bedroom Duplex,Ajah,"N3,500,000 per year"
3 Bedroom Flat & Apartment,"Megamound Estate , Ikota, Lekki","N3,000,000 per year"
2 Bedroom Flat & Apartment,"Lekki Phase 1, Lekki","N3,000,000 per year"
3 Bedroom Flat & Apartment,"Chevron, Chevron Drive, Lekki","N2,600,000 per year"
2 Bedroom Flat & Apartment,"Lekki County Homes, Ikota, Lekki","N1,200,000 per year"
Flat & Apartment,"Lekki, Ikotun, Isolo","N600,000 per year"
5 Bedroom Duplex,"Chevy View, Chevron Drive, Lekki","N5,000,000 per year"
3 Bedroom Flat & Apartment,"Osapa, Lekki","N5,000,000 per year"
5 Bedroom Duplex,"Osborne 1, Ikoyi","N15,000,000 per year"
Flat & Apartment,"Osapa, Lekki","N2,000,000 per year"
3 Bedroom Flat & Apartment,"Agungi, Lekki","N2,500,000 per year"
3 Bedroom Flat & Apartment,"Osapa, Lekki","N60,000,000 per year"
3 Bedroom Flat & Apartment,"Lekki, Ibeju Lekki, Ajah","N3,500,000 per year"
3 Bedroom Duplex,"Lekki, Ikate Elegushi, Lekki","N4,500,000 per year"
4 Bedroom Terrace,"Ikeja Gra,  Ikeja G.R.A, Ikeja","N7,500,000 per year"
Office,"Adeniyi Jones , Ikeja , Ikeja","N42,000,000 per yearN35,000  /m2"
5 Bedroom Duplex,"Ologolo, Lekki","N4,500,000 per year"
3 Bedroom Terrace,"Mende Villa Estate Phase One , Maryland, Ikeja","N2,600,000 per year"
4 Bedroom Terrace,"Ikate,Lekki, Ikate Elegushi, Lekki","N5,000,000 per year"
3 Bedroom Flat & Apartment,"Off Glover Road, Ikoyi","N15,000,000 per year"
5 Bedroom Duplex,"Orchid, Lekki Phase 2, Lekki","N6,500,000 per year"
3 Bedroom Flat & Apartment,"Banana Island, Ikoyi","N6,500,000 per year"
4 Bedroom Duplex,"Parkview Estate, Ikoyi","N6,500,000 per year"
3 Bedroom Flat & Apartment,"Osapa Lekki Lagos, Osapa, Lekki","N2,500,000 per year"
2 Bedroom Flat & Apartment,"Osapa, Lekki","N2,000,000 per year"
3 Bedroom Flat & Apartment,"Iyana Ipaja, Iyana Odo, , Ipaja, Agege","N500,000 per year"
3 Bedroom Duplex,"Off College Road, Ikeja , Ikeja","N1,500,000 per year"
2 Bedroom Flat & Apartment,"Osapa London, Osapa, Lekki","N2,300,000 per year"
Office,"Along Opebi Road, Opebi, Ikeja","N15,000,000 per year"
3 Bedroom Flat & Apartment,"Badore, Ajah","N900,000 per year"
4 Bedroom Terrace,"Ikota Lekki County Homes, Lekki Expressway, Lekki","N3,000,000 per year"
6 Bedroom Duplex,"Magodo Isheri Gate, Magodo Isheri, Ikeja","N3,000,000 per year"
Room or Boys Quarter,"Chevron, Chevron Drive, Lekki","N3,000,000 per year"
3 Bedroom Flat & Apartment,"Off Kasumu Ekemode Street, Victoria Island","N44,000,000 per year"
3 Bedroom Flat & Apartment,"Awuse Opebi, Opebi, Ikeja","N2,500,000 per year"
4 Bedroom Flat & Apartment,"Ikate Elegushi, Lekki","N4,500,000 per year"
3 Bedroom Terrace,"Admiralty Road, Lekki Phase 1, Lekki","N5,500,000 per year"
4 Bedroom Flat & Apartment,"Lonex Garden, Magodo Isheri, Ikeja","N2,000,000 per year"
3 Bedroom Flat & Apartment,"Lekki Phase 1, Lekki","N4,000,000 per year"
3 Bedroom Flat & Apartment,"Off Admiralty Way, Lekki Phase 1, Lekki","N3,500,000 per year"
3 Bedroom Flat & Apartment,"Off Chief Collins Street, Lekki Phase 1, Lekki","N5,000,000 per year"
3 Bedroom Flat & Apartment,"Off Kuboye Street, Lekki Phase 1, Lekki Phase 1, Lekki","N3,500,000 per year"
Office,"Off Admiralty Way, Lekki Phase 1, Lekki","N11,700,000 per yearN70,000  /m2"
4 Bedroom Terrace,"Off White Sand School Road, Lekki Phase 1, Lekki","N5,500,000 per year"
5 Bedroom Duplex,"Off Bourdillon Road , Ikoyi","N650,000,000 per year"
3 Bedroom Flat & Apartment,Ikoyi,"N8,500,000 per year"
2 Bedroom Flat & Apartment,"Ikate, Ikate Elegushi, Lekki","N3,000,000 per year"
Commercial Property,"2, Lekki Phase 1, Lekki","N8,000 per yearN8,000  /m2"
3 Bedroom Flat & Apartment,"Banana Island Road, Ikoyi, Banana Island, Ikoyi","N11,000,000 per year"
4 Bedroom Flat & Apartment,"Banana Island, Ikoyi","N14,000,000 per year"
3 Bedroom Flat & Apartment,"Off Toyin Street, Ikeja, Ikeja , Ikeja","N3,000,000 per year"
Office,"Lekki Phase 1, Lekki","N7,500,000 per year"
4 Bedroom Terrace,"Ikeja G.R.A, Ikeja","N3,500,000 per year"
Office,"Vi, Victoria Island","N14,000,000 per year"
4 Bedroom Duplex,"Ikota, Lekki","N5,000,000 per year"
4 Bedroom Duplex,"Lekki Phase 1, Lekki","N10,000,000 per year"
2 Bedroom House,"Airport Road, Mafoluku , Mafoluku, Oshodi","N700,000 per year"
Commercial Property,Victoria Island,"N15,000,000 per year"
Commercial Property,Victoria Island,"N15,000,000 per year"
3 Bedroom Flat & Apartment,"Lekki Phase 1, Lekki","N3,000,000 per year"
Commercial Property,"Victoria, Victoria Island","N20,000,000 per year"
4 Bedroom Duplex,"Kusenla Road, Ikate Elegushi, Lekki","N7,000,000 per year"
4 Bedroom House,"Orchid Road Lekki Lagos, Ikota, Lekki","N5,000,000 per year"
Office,"Falomo Ikoyi, Falomo , Ikoyi","N10,000,000 per year"
4 Bedroom Duplex,"Gra, Ikota, Lekki","N4,000,000 per year"
4 Bedroom Duplex,"Oral Estate , Ikota, Lekki","N4,000,000 per year"
2 Bedroom Flat & Apartment,"Off Ajose Adeogun, Victoria Island","N5,500,000 per year"
Commercial Property,"Osapa, Lekki","N6,000,000 per year"
Office,"Lekki Phase 1, Lekki","N13,000,000 per year"
Office,"Lekki Phase 1, Lekki","N10,000,000 per year"
3 Bedroom Flat & Apartment,"Lekki, Lekki Expressway, Lekki","N6,000,000 per year"
5 Bedroom Duplex,"Osapa, Lekki","N13,000,000 per year"
Shop,Ikoyi,"N7,000,000 per year"
Office,"Lekki Right , Lekki Phase 1, Lekki","N3,000,000 per year"
Shop,"Lekki, Idado, Lekki","N3,000,000 per year"
Shop,"Lekki Phase 1, Lekki","N3,200,000 per year"
Commercial Property,"Ikota, Lekki","N6,000,000 per year"
4 Bedroom Duplex,"Chevron Alternative , Chevron Drive, Lekki","N3,500,000 per year"
Office,"Lekki Phase 1, Lekki","N15,000,000 per year"
Shop,"Lekki Phase 1, Lekki","N18,000,000 per year"
Commercial Property,"Lekki Phase 1, Lekki","N6,000,000 per year"
Commercial Property,"Lekki Phase 1, Lekki","N800,000 per year"
4 Bedroom Terrace,"Oniru, Victoria Island","N7,000,000 per year"
Office,Ikoyi,"N16,000,000 per year"
3 Bedroom Flat & Apartment,"Chevron Drive, Lekki","N2,500,000 per year"
2 Bedroom Flat & Apartment,"Oniru Estate, Oniru, Victoria Island","N6,500,000 per year"
Office,Victoria Island,"N72,000,000 per yearN60,000  /m2"
Office,Victoria Island,"N15,000,000 per year"
Commercial Property,"Lekki Phase 1, Lekki","N10,000,000 per year"
Office,"Opebi, Ikeja","N6,000,000 per year"
Office,Victoria Island,N500 per yearN500  /m2
Commercial Property,"Awolowo Road Ikeja, Ikeja , Ikeja","N5,000,000 per year"
Shop,"Lekki Phase 1, Lekki","N4,500,000 per year"
Office,"Lekki Phase 1, Lekki","N6,000,000 per year"
Office,Victoria Island,"N15,000,000 per year"
4 Bedroom Terrace,"Oniru, Victoria Island","N6,500,000 per year"
Shop,"Lekki Phase 1, Lekki","N3,500,000 per year"
Office,"Akin Adesola, Victoria Island","N300,000,000 per year"
Office,"Igbo-Efon Traffic Lights, Igbo Efon, Lekki","N3,500,000 per year"
Office,"Lekki Phase 1, Lekki","N60,000 per year"
Commercial Property,"Ajah, Sangotedo, Ajah","N3,100,000 per year"
Office,"Lekki Phase 1, Lekki","N60,000 per year"
Shop,"Lekki Phase 1, Lekki","N3,500,000 per year"
Commercial Property,"Lekki Phase 1, Lekki","N8,000,000 per year"
Shop,"Orchid Hotel Road, Ikota, Lekki","N1,500,000 per year"
Shop,"Orchid Road, Ikota, Lekki","N2,500,000 per year"
Office,"Allen Avenue Road Ikeja, Allen Avenue, Ikeja","N2,500,000 per year"
Shop,"Lekki Phase 1, Lekki","N4,500,000 per year"
Office,"Lekki Phase 1, Lekki","N29,520,000 per year"
Shop,"Lekki Phase 1, Lekki","N4,500,000 per year"
Shop,"Lekki Phase 1, Lekki","N10,000,000 per year"
Shop,"Lekki Phase 1, Lekki","N150,000 per yearN150,000  /m2"
Commercial Property,"Allen Avenue, Ikeja","N2,200,000 per year"
Warehouse,"Opic, Berger, Ikeja","N19,000,000 per year"
Shop,"Old Ikoyi, Ikoyi","N10,000,000 per year"
3 Bedroom Flat & Apartment,"Idowu Martins Off Adeola Odekun, Victoria Island","N8,000,000 per year"
4 Bedroom Duplex,"Oniru, Victoria Island","N125,000,000 per year"
Warehouse,"Cocoa Industrial Road, Ikeja , Ikeja","N12,000,000 per year"
Commercial Property,"Oke - Ira Ogba, Ogba, Ikeja","N1,500,000 per year"
Warehouse,"Oba Akran, Ikeja , Ikeja","N19,200,000 per yearN16,000  /m2"
Commercial Property,"Awolowo Road Ikeja, Ikeja , Ikeja","N6,000,000 per year"
Shop,"Agungi, Lekki","N1,800,000 per year"
Warehouse,Yaba,"N2,848,000 per yearN16,000  /m2"
Commercial Property,"Adeniyi Ikeja, Ikeja , Ikeja","N450,000,000 per year"
Office,"Allen Avenue, Ikeja , Ikeja","N6,000,000 per year"
5 Bedroom Duplex,"Victory Park, Osapa, Lekki","N12,500,000 per year"
Warehouse,"Acme Industrial Road, Ikeja , Ikeja","N24,000 per year"
Shop,Victoria Island,"N7,500,000 per year"
Warehouse,"Muri Okunola, Victoria Island","N4,000,000 per yearN30,000  /m2"
Shop,"Ikate , Ikate Elegushi, Lekki","N8,000,000 per year"
Warehouse,"Iyana Isolo, Cele, Isolo","N50,000,000 per year"
Shop,"Lekki Phase 1, Lekki","N5,000,000 per year"
3 Bedroom Flat & Apartment,"Off Palace Road, Oniru, Oniru, Victoria Island","N42,000,000 per year"
Shop,"Lekki Phase 1, Lekki","N3,000,000 per year"
Warehouse,"Oregun Ikeja, Oregun, Ikeja","N13,000,000 per year"
6 Bedroom Duplex,"Off Alexander , Ikoyi","N35,000,000 per year"
Office,"Off Admiralty Way, Lekki Phase 1, Lekki","N6,000,000 per year"
Office,"Idowu Taylor/Engineering Close, Victoria Island, Victoria Island","N252,000 per yearN251,000  /m2"
